gene,logFC,P.Value,adj.P.Val
LOC392288,0.55314425148619,1.55991757069725e-09,5.6248904990982556e-08
CELSR1,-0.757624957576099,1.5679101886647301e-09,5.6332477309554015e-08
LOC100128714,-0.829515243911295,1.5708526785248702e-09,5.6366567175200105e-08
CA11,-0.726631697877925,1.5797906157033502e-09,5.66181544076708e-08
FBP2,-0.899879117816581,1.6061970080005301e-09,5.738671759259269e-08
CALHM3,1.52973399462055,1.6070936633559202e-09,5.738671759259269e-08
SLC27A4,0.819860169816276,1.6162339366978802e-09,5.764306181028799e-08
KLHDC8A,-1.43113317663783,1.64025322932542e-09,5.8357909460367866e-08
ZDHHC2,-0.715791499346986,1.6422346237826402e-09,5.8357909460367866e-08
MTMR11,1.01636951254175,1.6509451140626201e-09,5.854366501914124e-08
SKA1,1.17330055001421,1.65144611068695e-09,5.854366501914124e-08
MOB3B,0.671656452789581,1.6602421998220302e-09,5.8784575624541956e-08
ESPL1,1.01585882162652,1.68299195379432e-09,5.944683598330225e-08
RBPMS2,-1.55048191571328,1.7033329104505902e-09,6.004898309051249e-08
C17orf108,-0.569433695965585,1.7041258982403502e-09,6.004898309051249e-08
LOC389493,-1.17902327788415,1.70986486003459e-09,6.017905210382819e-08
C5orf38,-1.12423330914024,1.73059351861425e-09,6.083574440793729e-08
SNORA74B,-0.89376932067576,1.75116867844548e-09,6.133890956156825e-08
XLOC_012145,-1.08031460654493,1.7667603874887e-09,6.181137412799752e-08
SP6,1.0433949532136,1.7703938406186402e-09,6.18648444567189e-08
ABHD11,0.736319482230152,1.7772147862789e-09,6.202943959520702e-08
C10orf11,-0.974368736502539,1.78293547965313e-09,6.208720105329709e-08
GTSE1,0.993268407963136,1.7830950622357e-09,6.208720105329709e-08
RPP30,-0.58983865238786,1.8308918219414e-09,6.360076697779416e-08
EPHB2,1.39388605619634,1.8519574374103101e-09,6.425658225574284e-08
RPS6KA1,0.541250739157086,1.8748643007045503e-09,6.497466045885062e-08
LRCH3,-1.21343013120615,1.9076353412508503e-09,6.587730600314923e-08
LOC100505730,-0.678999927792945,1.9113609124453502e-09,6.592849119124878e-08
PRSS3,1.25412431069261,1.9194689417391402e-09,6.61305430947595e-08
RGL3,-1.04282220091715,1.9225411862990603e-09,6.61588294882398e-08
RRM2,1.37473701737598,1.94767694218344e-09,6.693633762331727e-08
TMED6,-2.0376043514327,1.9496905201292904e-09,6.693633762331727e-08
NTN4,-0.653805159730425,1.9860537147130704e-09,6.802581185080152e-08
XLOC_005220,1.10170910421204,2.0107849154761703e-09,6.857305995678437e-08
TCEAL4,-0.599010096951431,2.01136442366776e-09,6.857305995678437e-08
YIF1B,0.500854829278595,2.08625873550268e-09,7.096177282286199e-08
PEBP4,-1.32115933234901,2.0925227168685103e-09,7.109255214258009e-08
ENTPD7,1.00784776659326,2.1473123558925e-09,7.286976387409792e-08
SLC19A3,0.875273115261884,2.1707313996989204e-09,7.357953215034817e-08
LAMC2,1.00715496911147,2.17714977887662e-09,7.371207108482271e-08
GPRC5A,1.40046625314648,2.1969942520105903e-09,7.429835106799451e-08
HN1,0.693817620067698,2.21193869230279e-09,7.471776355102804e-08
VPS37D,-0.711600809644724,2.21693033892108e-09,7.480040045948645e-08
BEX4,-0.769782311714152,2.25465688795313e-09,7.589903393260777e-08
MAN2A2,-0.557068681507014,2.28925008135869e-09,7.688740730396479e-08
EMP1,1.07267687587904,2.32909090903268e-09,7.80471193097519e-08
ARL5B,0.83364567408343,2.3326243226975704e-09,7.80764961223647e-08
GGT7,-0.894648010681037,2.33859006568033e-09,7.818712724711439e-08
A4GALT,-0.584066950179506,2.3673579844353702e-09,7.90589959620303e-08
XLOC_l2_011365,-0.855623835360011,2.37623140476984e-09,7.926525371552333e-08
RSPH1,0.649070895050511,2.39291313078621e-09,7.973121438497181e-08
SLC35A2,0.710840223942185,2.40450723618988e-09,7.999082825593238e-08
PRKAA2,-1.09153841046764,2.4061485020499603e-09,7.999082825593238e-08
IL33,-1.20385209149765,2.41964598952571e-09,8.034865123184358e-08
PBXIP1,-0.81030808240078,2.43659212780131e-09,8.072893963001679e-08
LINGO4,-1.26377910577992,2.43974091790791e-09,8.074223659400638e-08
ND2,-0.742004215677511,2.4430768429069e-09,8.076168983053764e-08
LOC100507547,-0.604242756289302,2.4745869021252504e-09,8.161970805797628e-08
KDELR3,0.561929675207396,2.5253626251979903e-09,8.31725654384159e-08
EPHB6,-1.1605362603671,2.52732751247126e-09,8.31725654384159e-08
XLOC_l2_006983,0.670963826106591,2.5395583188063302e-09,8.348158822492218e-08
FSD2,-1.63085666308256,2.5425112514685704e-09,8.348527447838922e-08
PPP1R3C,-0.909238053318266,2.5513206014210504e-09,8.368103776178776e-08
MAGEH1,-0.78925490118588,2.5723401105326304e-09,8.427640041062759e-08
XLOC_009343,-1.46134014040177,2.59566968923372e-09,8.494603655590264e-08
MST1P9,-1.16566074068519,2.61057374600779e-09,8.524525230048397e-08
FAM155B,-1.20555165457332,2.6500238821475303e-09,8.634024595183107e-08
CCK,1.80204156801599,2.66729955100677e-09,8.680686512180173e-08
KCNJ15,-1.52166850623806,2.6992616803199e-09,8.774989188190401e-08
LOC284570,0.852863706592183,2.7457168261604204e-09,8.896485786902143e-08
MYO15B,0.959245333009213,2.83053618137985e-09,9.151288816075052e-08
ULK1,-0.537008607555557,2.8305844337186e-09,9.151288816075052e-08
MAD2L1,1.04899828441544,2.85510359108536e-09,9.220415860968853e-08
CLDN1,1.55254620832518,2.9471476403208203e-09,9.50722007176161e-08
ARHGAP24,-0.746228914656307,2.9929960949418504e-09,9.623432082948697e-08
SIRT4,-0.598134211148065,3.0189654006816503e-09,9.685737466728422e-08
SFN,0.969972893218651,3.0690865888478504e-09,9.835803344935728e-08
TNFRSF12A,1.33684580522594,3.2202399483681604e-09,1.0297759695608651e-07
DUOX1,-1.26274318742904,3.24491113075733e-09,1.0365374816380046e-07
XLOC_014418,0.978012376860877,3.26230156035985e-09,1.0396890230129524e-07
ND5,-0.765640808812092,3.2737329670391205e-09,1.0412171475686762e-07
XLOC_005201,-0.827851756233094,3.3315606002779805e-09,1.0565546554360234e-07
TPMT,0.675074147624744,3.33274181839252e-09,1.0565546554360234e-07
XLOC_000572,-1.18097142682245,3.345356783155e-09,1.0594110468034389e-07
XLOC_013005,-1.60210082222528,3.3835002990158902e-09,1.0703369944830891e-07
NRF1,0.600806722416184,3.4093510070424e-09,1.0773549182253984e-07
CEACAM20,0.807987211146968,3.4326558432367504e-09,1.083554134490243e-07
CNIH3,-1.38920153564966,3.44184101270701e-09,1.0852878077407039e-07
ASB9,-1.14662810244223,3.46708613504895e-09,1.0920763916057722e-07
XLOC_006277,2.17263035755409,3.5130921254702404e-09,1.103020848112387e-07
LOC728723,-0.852839767177378,3.5511157731759802e-09,1.1137693739818111e-07
EXT1,0.524249939595979,3.5585529006636e-09,1.1149120751034315e-07
TTC18,-0.667190270562078,3.5840973679974703e-09,1.1217194190703904e-07
HYMAI,-1.33717484495244,3.6207135234991704e-09,1.1319737130701449e-07
CDCA8,0.750915799237101,3.80770932909045e-09,1.1853915441028617e-07
LOC100506219,0.953619856834135,3.82972412927995e-09,1.1884681384506777e-07
GNRH2,-1.228493141461,3.85788968909333e-09,1.1959458036189323e-07
RBPJL,-1.00037850928085,3.9477101800467e-09,1.2161716595093127e-07
LGALS3,0.514947266539187,3.94796434997919e-09,1.2161716595093127e-07
XLOC_l2_006574,-0.984817995732497,4.12373720160798e-09,1.267660971557064e-07
METTL7B,1.1625105840212,4.25084082195491e-09,1.304005324380072e-07
PLEKHA7,0.539159871558292,4.299010212902831e-09,1.3174068001750615e-07
ALDH1A1,-0.728157819582153,4.36055444407968e-09,1.333485681608883e-07
FAM167A,-1.08832716967161,4.43945914993378e-09,1.356204007258357e-07
TMCO5A,-1.17083464294874,4.56543862908594e-09,1.391699914323636e-07
ACPP,0.781280995648769,4.57138956776698e-09,1.391699914323636e-07
CDKN3,1.00804602739984,4.57459547174572e-09,1.391699914323636e-07
C19orf53,-0.93467257955475,4.5897284741847705e-09,1.3948597766219445e-07
LPCAT1,0.894417070646687,4.61374813803815e-09,1.4007110566184417e-07
TRAF3,0.627976754848647,4.64059356185313e-09,1.4074072610499465e-07
EDN3,1.29187804297104,4.71962028333965e-09,1.429898978214285e-07
ERCC6L,0.709145076884878,4.7303060528944505e-09,1.431660497244718e-07
SEZ6L2,-0.661031080072954,4.76082158969588e-09,1.439413836193236e-07
KIAA1539,0.617681586552704,4.81755928441729e-09,1.45507124615062e-07
C2orf89,1.37940079218379,4.8660061265337e-09,1.4681949491434534e-07
PFKFB4,0.992413890822252,4.92179845158666e-09,1.4835057732843976e-07
ORM2,-1.60012672101726,5.043894053582831e-09,1.5187495742488957e-07
TP73-AS1,-0.864616964935327,5.118978790291e-09,1.5369593322310535e-07
FOXM1,0.970645413977888,5.120059841616311e-09,1.5369593322310535e-07
GNMT,-1.42624428315379,5.1568340108248704e-09,1.5464187541849112e-07
DHRS9,1.70067475289973,5.1880401676811505e-09,1.5515613332189512e-07
CCDC28A,-0.521841491149925,5.18982166378872e-09,1.5515613332189512e-07
CAMK2N1,1.55811224258094,5.257533069074871e-09,1.570207132459068e-07
E2F2,1.03217796611228,5.3876927328104206e-09,1.607446842962768e-07
LOC401127,0.801253984969308,5.50012795267121e-09,1.6376672773363882e-07
CENPA,1.21106997933287,5.525525432461391e-09,1.643564184303394e-07
CDC25A,0.848584974661588,5.60552001565085e-09,1.662311021392e-07
ZNF703,0.866435641628247,5.670404930902021e-09,1.67816576142345e-07
KIF22,0.58960647853385,5.7412182042526505e-09,1.695441141993147e-07
DIRAS1,-0.984306170720636,5.7460847196991106e-09,1.695441141993147e-07
PAR-SN,-0.921645678573665,5.7619063594445105e-09,1.6984042536745766e-07
CIDECP,0.794769237741389,5.77608877251487e-09,1.700878725918507e-07
HHLA2,0.956495566456609,5.81800523924158e-09,1.7080872924158997e-07
PBK,1.13818050049053,5.874182462068321e-09,1.7211413179986422e-07
LDHB,-0.871908258955179,5.89854944889114e-09,1.7265594741435542e-07
NEDD4L,-0.699018896917295,5.94633417768995e-09,1.7388146150642014e-07
Q6ILE4,-0.841980931361567,5.96264537794994e-09,1.7418511169701079e-07
CKMT1A,0.604037744927048,5.98572773671175e-09,1.7462595363442443e-07
LINC00346,0.838163233742661,5.98962029615829e-09,1.7462595363442443e-07
PPP3CC,-0.757136532883653,5.99918720580389e-09,1.7473152983564392e-07
USP18,0.819933195167957,6.1353864668726e-09,1.7852152226579404e-07
CES2,1.10898589228344,6.236318399307781e-09,1.8084301951427723e-07
CCDC109B,0.947804610419151,6.239785687609811e-09,1.8084301951427723e-07
CA13,0.777149824506984,6.250427536074481e-09,1.809729698819279e-07
ORC6,0.657334655335836,6.269002014374321e-09,1.8133211732129188e-07
CD3E,-1.13337722717307,6.30302253872178e-09,1.821368990835356e-07
CIB2,1.10501245823042,6.3888851529769e-09,1.8443669634153746e-07
ULK2,-0.586865867773099,6.41689864535641e-09,1.85063608822114e-07
ONECUT2,2.03141242373323,6.48686699862781e-09,1.867150316901803e-07
ALB,-2.14510114485009,6.5270747092782e-09,1.875050552847192e-07
INA,-0.972877335595697,6.5710400296814e-09,1.88583715226833e-07
CAPS2,-0.575776610269933,6.67030015295722e-09,1.9105924063850565e-07
MIER3,0.555001458940709,6.6938434284435e-09,1.9154690426007555e-07
KIF4A,0.976907395275656,6.7689253414994605e-09,1.935069824280021e-07
CDCA2,1.08583661151023,6.832936831523211e-09,1.9514708222041216e-07
MYD88,0.584724044004074,6.8452709809771e-09,1.9530953746500487e-07
CBLC,0.691733889901389,6.9444893613284805e-09,1.9771431881568318e-07
CCBE1,-0.753561618337071,6.948799227476871e-09,1.9771431881568318e-07
RIPK3,0.547399919004012,6.952812879725151e-09,1.9771431881568318e-07
ITM2A,-0.881511954322542,6.956465416340561e-09,1.9771431881568318e-07
AKR7L,-0.530016889128751,6.987770014645691e-09,1.9841215960425852e-07
F3,0.923682529340079,7.000388853949881e-09,1.985785981079914e-07
ANLN,1.2103875961415,7.034223506232531e-09,1.9915391175449098e-07
SPRR2G,-0.833039791182651,7.085478677550171e-09,2.0021927632292734e-07
SLC25A37,0.642310890897004,7.14466840193186e-09,2.0153471551993337e-07
ND3,-0.517290025252105,7.145745663936661e-09,2.0153471551993337e-07
BMP1,0.582061717010119,7.250423725330651e-09,2.042163578228428e-07
CENPK,1.00314464086219,7.25472565560936e-09,2.042163578228428e-07
PNPLA4,-0.657515321633492,7.291127621769731e-09,2.0484862193935836e-07
DICER1-AS,-0.676614260226748,7.42670446154782e-09,2.084584438547921e-07
TRIM54,1.97405645736746,7.443749936071091e-09,2.0873752206226834e-07
LOC100507554,-1.46423278305107,7.460411275400731e-09,2.090053065409692e-07
MYBL2,1.06653463631334,7.490701362426121e-09,2.0965403013236082e-07
XLOC_012977,0.846538522564697,7.5106680868735e-09,2.1001285798005558e-07
MT1X,-1.0356670078851,7.541217468320421e-09,2.1066663399144538e-07
CEACAM5,1.67022921255737,7.586574459127461e-09,2.1135038721479524e-07
PKP3,0.627150248907196,7.587268902668061e-09,2.1135038721479524e-07
WDR86,-1.69182298110057,7.61683617496994e-09,2.1192566939224786e-07
SLC29A1,-0.82517339358295,7.625229348047481e-09,2.1192566939224786e-07
XLOC_000712,-0.97980787197433,7.669778575899261e-09,2.1284178733572002e-07
DQX1,0.776016841110687,7.694201351218291e-09,2.1331810312226712e-07
OR3A3,-1.65516993255399,7.9173063015433e-09,2.1909020488677447e-07
TGFB1I1,-1.01185146722657,7.98472701232793e-09,2.2074803145653172e-07
APOA5,-1.29408538399301,8.16836362568442e-09,2.2561265999211818e-07
TMC5,0.628931585349295,8.209256892302611e-09,2.2642551491552118e-07
DAAM2,-0.748766389424091,8.267767334571451e-09,2.2766126991123522e-07
JPH1,1.19699948579987,8.27352103801549e-09,2.2766126991123522e-07
APOBEC1,1.76735623597502,8.29992928591299e-09,2.2780902305360462e-07
XLOC_007398,1.40267299925519,8.302145899360641e-09,2.2780902305360462e-07
LOC100128348,-0.915394378772436,8.322292662286671e-09,2.281092310002791e-07
AREG,1.26267106652571,8.328610482622141e-09,2.281092310002791e-07
COL6A5,-1.2396677590209,8.403579986483161e-09,2.2994823895974596e-07
XLOC_010411,-1.41431215753179,8.42823041269321e-09,2.304082189471889e-07
C2CD2L,0.532425511339293,8.489917992945561e-09,2.3178038976973514e-07
IL22RA1,0.922872914833108,8.494197624268571e-09,2.3178038976973514e-07
FAM174B,-0.65980011503649,8.5074846426761e-09,2.3192760545358554e-07
VDR,0.878432748481115,8.53564797669789e-09,2.3247972450342686e-07
PHYHD1,-1.03963339574481,8.667337468070551e-09,2.3541193485365742e-07
TMEM151A,-0.897149956968375,8.6842430060003e-09,2.356533088276425e-07
SYN2,-1.09049774039905,8.817783114841981e-09,2.3905628245293005e-07
LDOC1,-0.923847721666095,8.879124918746521e-09,2.404974406563343e-07
XLOC_l2_015894,-0.866254206765323,8.90844283572143e-09,2.4106935364289267e-07
TRAM2,0.533332285990738,8.938046660925861e-09,2.416479441318208e-07
XLOC_009075,-1.06231397434417,9.054149160489811e-09,2.438290561306198e-07
LOC100131089,-0.651649164320613,9.059403091834011e-09,2.438290561306198e-07
GDPD3,1.00479342123392,9.16025126235471e-09,2.4607080813352855e-07
LOC648691,-0.834680756544218,9.185963210046941e-09,2.4653615234416394e-07
XLOC_l2_000356,-1.36414238405196,9.33216175297825e-09,2.5000325396219214e-07
FAM81A,1.0765248304266,9.368331124955291e-09,2.505160491394425e-07
SPAG5,0.828060599054562,9.368352320819631e-09,2.505160491394425e-07
EMID2,-1.08465904138781,9.400334349942911e-09,2.5091464657231817e-07
ZNF579,-0.517836388615308,9.70717208522153e-09,2.586349712062469e-07
CD99P1,0.584948253671054,9.733942972774051e-09,2.591133297861267e-07
XLOC_001263,-1.18489235474296,9.791738520285971e-09,2.601804806818844e-07
C8orf46,-0.788560872320226,9.89279250992375e-09,2.626281718894663e-07
CRIP1,0.96085189143645,9.96544058893569e-09,2.643180216855975e-07
XLOC_009945,-1.01104394263599,1.01946512956264e-08,2.7015366300799696e-07
XLOC_006830,-0.667298479018983,1.02886402730717e-08,2.7239870301354155e-07
GPC3,-1.03851703631388,1.03519254950367e-08,2.738275305563803e-07
GTF2IRD1,0.529597854279703,1.03805379668406e-08,2.741361911709592e-07
MACC1,0.940430408671232,1.03822506047801e-08,2.741361911709592e-07
MICB,0.819804983164518,1.04356245832997e-08,2.7505124238027944e-07
ECI2,-0.792269873830418,1.05739125012629e-08,2.781970819938354e-07
FAM149A,-0.661014586335977,1.068674837215e-08,2.8091427653018264e-07
GALM,0.722983725984214,1.07525263324498e-08,2.82203981252718e-07
SNORD86,0.808368555153987,1.07621309709668e-08,2.82203981252718e-07
CENPW,0.896999085777204,1.07646203547127e-08,2.82203981252718e-07
MAST3,0.592665682187854,1.08056772276685e-08,2.8277581688933384e-07
LOC100130009,0.679205676300138,1.08587583400206e-08,2.8391209083320764e-07
ZFYVE27,-0.673015882721415,1.11598357190233e-08,2.9074933697753257e-07
DPT,-1.22681787497447,1.12130825736182e-08,2.9187783053453645e-07
CARD14,0.605527479634232,1.12993138797027e-08,2.9386215601478136e-07
LOC644662,-0.588547210072177,1.14111296638056e-08,2.9624582911653615e-07
TLE6,0.569581819111083,1.17277811130705e-08,3.0419773287812516e-07
WNT6,-1.00044758947734,1.20274746981222e-08,3.1060055046433676e-07
CMTM4,-0.509494092253767,1.23985144404541e-08,3.1878175186007445e-07
XLOC_013965,-0.830807629295963,1.24816815252499e-08,3.206395600210175e-07
MT1B,-0.944112447052238,1.2629240321625e-08,3.24146824953638e-07
POLQ,1.08456045457988,1.26683009470126e-08,3.2486564418045926e-07
WWTR1-AS1,-0.629839854388385,1.26931836708808e-08,3.2517163198225994e-07
EPHA2,1.07473621100445,1.27023626485516e-08,3.2517163198225994e-07
CERS4,-0.91783611421872,1.27388390899434e-08,3.258215867495706e-07
KRT15,0.539953107308723,1.29364637092878e-08,3.3058851781613034e-07
PLCB3,0.898714868306509,1.31292385894315e-08,3.3493234693247653e-07
CCNJL,-1.03639917931786,1.33489732098125e-08,3.402279436311959e-07
DDC,0.835408926679427,1.33599784589084e-08,3.402279436311959e-07
BEND5,-0.887514533983497,1.33863536551165e-08,3.406044685857694e-07
RAD51,0.919478931844609,1.35041474596694e-08,3.4330439926017674e-07
LOC284244,-1.07980451076888,1.35666848155133e-08,3.4459613946266626e-07
MICAL3,0.928203467351068,1.37218480722774e-08,3.4823633087054253e-07
MVD,0.596481606212882,1.38299688318343e-08,3.506774150387803e-07
TRABD,0.545965428893881,1.38503593647988e-08,3.508916905281958e-07
SHCBP1,1.2492189422385,1.42930561059706e-08,3.612002491908331e-07
LOC100131607,-0.502727969264031,1.43064206498615e-08,3.612002491908331e-07
MT1M,-1.12062745806809,1.4432551159311e-08,3.640719428925594e-07
LOC100506059,-1.12648970966404,1.45342729544856e-08,3.663235107945307e-07
SLC43A2,0.653850680980101,1.45683924043545e-08,3.668688226042588e-07
CLDN25,-0.761111864757282,1.46484070630108e-08,3.685679681230834e-07
DMRTC1,-0.937369736648368,1.46925853070589e-08,3.6936329940448843e-07
ZNF165,0.520464527127015,1.47899162840526e-08,3.7149235876558785e-07
EMB,0.986849907877549,1.48494929563952e-08,3.726702809586184e-07
HMGN4,0.520693672872997,1.49662672894947e-08,3.7528042926934327e-07
LOC100507069,-1.27121074003066,1.50025465557467e-08,3.7586942726366926e-07
SPC25,1.1783826794611,1.50668909431925e-08,3.771599582951799e-07
PITPNM1,0.714667721815755,1.52967151727636e-08,3.8226179038875564e-07
FAM151B,0.682524813236255,1.53384591467346e-08,3.829793011081023e-07
LOC100129840,-1.21721419728204,1.54633167437588e-08,3.8544185959761124e-07
PRR15,0.557349153804922,1.56422989528877e-08,3.892429141638135e-07
LOC100128893,-1.15789415496048,1.56593907006869e-08,3.893385566089565e-07
ACER3,0.904642142468996,1.57220541919296e-08,3.905661272970643e-07
PCDHA7,-1.60053803680695,1.57548102191017e-08,3.910492928369601e-07
NPR3,-0.717242929053082,1.58673663836734e-08,3.926455585383138e-07
LOC100292409,0.578741986720471,1.58768768135964e-08,3.926455585383138e-07
SERPINI1,-1.0850922701739,1.58859251770129e-08,3.926455585383138e-07
ZFYVE28,0.566856357446869,1.59536917272249e-08,3.939891533442734e-07
C11orf92,-0.958319384980464,1.60243947134385e-08,3.95402948646961e-07
TFF3,2.48843076763825,1.61234735177251e-08,3.975139595125044e-07
NUPR1,-1.06702111906965,1.61410683902172e-08,3.976141809318551e-07
ACY1,0.697244648091157,1.61756222358069e-08,3.979625067855375e-07
PEX26,0.526841118115435,1.63757371431094e-08,4.0238307956663797e-07
CYP7B1,-0.998552049704868,1.64259323747585e-08,4.026583062656273e-07
XLOC_010065,-1.04751145039912,1.64268547150046e-08,4.026583062656273e-07
CEP55,1.02010872678136,1.64632401520259e-08,4.0318475132311434e-07
LOC100507507,0.705701848932641,1.67843542320316e-08,4.103648936530321e-07
SLC4A2,-0.830675167725959,1.7016523307252e-08,4.1535015527701143e-07
NOD1,0.790832166827191,1.71538884236714e-08,4.183555792488424e-07
TFPI,0.978231774482179,1.73689551226663e-08,4.232494636359181e-07
SORBS2,-0.585157138280405,1.74239881797031e-08,4.242387445112797e-07
GPR153,0.994695713212355,1.75994642604733e-08,4.278023620238125e-07
RGNEF,-0.661450704340462,1.76151045618728e-08,4.278286717886924e-07
XLOC_l2_006789,-0.87337669166438,1.77836390741271e-08,4.3156530562382093e-07
XLOC_010769,-1.24509456399879,1.78661410792253e-08,4.3320969804973027e-07
XLOC_013684,-0.515405228961821,1.79269378725213e-08,4.343255154143907e-07
SERPINB8,1.08327978512844,1.804790617362e-08,4.363905668602055e-07
LMO7,0.702870518594139,1.80485467526294e-08,4.363905668602055e-07
ABLIM2,0.716031367496724,1.80567214271815e-08,4.363905668602055e-07
GAL,0.883700732248535,1.85814160512045e-08,4.4845222166818123e-07
APOH,-1.66240178949335,1.85863211512129e-08,4.4845222166818123e-07
XLOC_l2_008546,0.780116335630427,1.89447863948775e-08,4.5560505938842873e-07
WDR4,0.827703417433892,1.91871888419345e-08,4.6062952366796376e-07
CKS2,0.694402327675693,1.92538555262075e-08,4.6152716656132627e-07
DPP9,0.527183123812291,1.93024880093741e-08,4.623158252807547e-07
CITED4,-0.681028531251132,1.93828168844198e-08,4.634843145641408e-07
BUB1,1.0655203798396,1.95417047871128e-08,4.665244681427059e-07
NEDD9,0.861071699627781,2.03331995704282e-08,4.850260300127792e-07
KDM1B,0.636305711937206,2.08534574784836e-08,4.966299905815851e-07
C1orf135,0.960490470740682,2.13420434647588e-08,5.078542294269891e-07
TNS4,1.32833990530762,2.13706090782257e-08,5.081225401220848e-07
SGK1,-0.835968492726268,2.14606677037332e-08,5.098513358749485e-07
SKA3,0.995383524357324,2.17850811123622e-08,5.171405199758485e-07
ERP27,-1.45767400063265,2.21186029495947e-08,5.242108899053945e-07
TBC1D4,-0.619011398285489,2.21827120865079e-08,5.25306642061478e-07
A1CF,1.65029510554783,2.22643693589074e-08,5.268158508209104e-07
EFS,-0.715696375006493,2.24720351111116e-08,5.313018244934414e-07
KRT18,0.544438679140919,2.25104321534423e-08,5.317818168210309e-07
C21orf88,0.965340238828773,2.28181174976719e-08,5.386175397763708e-07
KIAA1324,-0.543187318693303,2.29368446906395e-08,5.405517175368995e-07
NCAPG,0.918508774722663,2.32174726404274e-08,5.462891000455409e-07
LMNB2,0.750431396612742,2.32638403756064e-08,5.469421927666567e-07
PHYHIP,0.711297741868495,2.34683090506418e-08,5.508679443931798e-07
C13orf15,-0.879311247720861,2.36833459312174e-08,5.543946577916307e-07
AGPAT2,0.662005761690017,2.36940142298315e-08,5.543946577916307e-07
LOC393078,-1.29240962988707,2.37534254845694e-08,5.549011670433431e-07
HIST1H2AH,0.624350747956712,2.37976755964094e-08,5.554933204346937e-07
CENPI,0.676339645046701,2.39051381458471e-08,5.57558888754091e-07
LOC100507186,-0.869383858516744,2.40794526658118e-08,5.611791871077534e-07
ZNF488,1.40247127852493,2.4102114385832e-08,5.612622326234793e-07
XLOC_012083,-1.23110677661435,2.42546859320375e-08,5.643679415445115e-07
SEMG1,1.22241180197946,2.43248420583932e-08,5.655525778576419e-07
GINS1,0.941530141794309,2.44010096915438e-08,5.668749982727978e-07
TNFRSF11B,1.2182112123586,2.46306986941011e-08,5.717590625768113e-07
FLJ26086,1.49416041899739,2.47223226064424e-08,5.734318786980221e-07
EPPK1,0.895242076558514,2.47612989678709e-08,5.734318786980221e-07
EVL,-0.693968868014347,2.52136957387762e-08,5.821725109800058e-07
DGCR11,0.588821025851242,2.53042153530512e-08,5.837050869666158e-07
TBL1X,-0.561990073586941,2.5474655253067e-08,5.867156493551199e-07
GPR97,-0.806032709145946,2.5589880229637e-08,5.889079093097667e-07
CD68,0.687179670316531,2.58594033264732e-08,5.94179941327908e-07
XLOC_l2_000920,-0.641464293185173,2.60558166624077e-08,5.977582670373438e-07
RAB17,-0.600641590790746,2.61242882215282e-08,5.988616086226761e-07
EZH2,0.59426651169607,2.61520573620237e-08,5.99030913293182e-07
KIAA0101,0.900593994798029,2.65540695817094e-08,6.06820370814367e-07
LOC100144602,-1.14831278441788,2.67635149382472e-08,6.111314506644979e-07
PSPN,-1.02107641758722,2.74989671286135e-08,6.259795863483296e-07
XLOC_012505,0.697711803627566,2.75861567787706e-08,6.274783091443579e-07
AIM1,0.966697513848054,2.81933950144572e-08,6.40794657915598e-07
CANT1,0.548466706907074,2.82258482399355e-08,6.410364977397407e-07
PADI3,-1.30005549219892,2.85876662442218e-08,6.487523826912667e-07
LIPF,-2.8847978578743,2.86318539107333e-08,6.492537984017208e-07
CHEK1,0.771393324230029,2.88446815728006e-08,6.5307203548649e-07
RAP2A,0.680549021694441,2.90925649063669e-08,6.581772882742959e-07
PTGDR2,-0.959862953790027,2.92795653474036e-08,6.618983587919208e-07
XLOC_011893,0.679749480187237,2.93972651892138e-08,6.63538271413683e-07
KRTAP5-7,-1.24362500059625,2.96976487430324e-08,6.692902617026351e-07
CARD11,0.764611076752045,2.97695008928221e-08,6.698870204683697e-07
PSMB8,0.642911817106702,2.97810773047752e-08,6.698870204683697e-07
HUS1,0.671144770666235,2.98542513921364e-08,6.707620335719454e-07
CBS,-1.17478579821489,3.00565728951718e-08,6.747918748993956e-07
NAT2,1.86182373356648,3.01912102832639e-08,6.772971662630225e-07
RGS7,-1.04991472636204,3.10629359154065e-08,6.942051487762343e-07
C17orf82,0.518453151400852,3.10844852409116e-08,6.942051487762343e-07
KL,-0.906105403706468,3.10866331764504e-08,6.942051487762343e-07
PRKD1,-0.726066114595138,3.16051142383731e-08,7.041782389972013e-07
OLFM4,4.06853741247296,3.16731123607437e-08,7.051586561041938e-07
XLOC_008945,-1.74185463157984,3.18551600415108e-08,7.086748246025128e-07
XLOC_l2_001134,1.10108544541169,3.25347001633778e-08,7.21837346490177e-07
NUF2,0.949685492934177,3.25450688750335e-08,7.21837346490177e-07
CYP4F2,1.31604249665329,3.26701856800529e-08,7.240659251624394e-07
TEAD4,0.722399205624622,3.27578119376386e-08,7.243691325984374e-07
MYOF,0.743793694750553,3.37843311018603e-08,7.459458470484377e-07
HTR1E,-1.13746845159709,3.39555074604976e-08,7.491625024392669e-07
LAMB2,-0.554606849965398,3.41655125641512e-08,7.532303700189613e-07
KIF1B,0.612454914299765,3.50925271353634e-08,7.725087546472358e-07
ZCRB1,-0.507277791177352,3.55459038091917e-08,7.819034589405133e-07
RERGL,-1.10647366199534,3.56291482729912e-08,7.831483989877827e-07
XLOC_005341,1.50602092657727,3.57112386987744e-08,7.843661307022288e-07
